META DATA:
66 (объем бочки)
33 (текущий объем воды в бочке)
2020-08-24T01:19:44.406Z - [username3] - wanna scoop 39| (фэйл)
2020-11-27T10:19:44.430Z - [username7] - wanna scoop 46| (фэйл)
2020-11-27T11:19:44.430Z - [username4] - wanna top up 49| (успех)
2020-11-27T12:19:44.430Z - [username8] - wanna scoop 21| (успех)
2020-11-27T13:19:44.430Z - [username8] - wanna top up 43| (фэйл)
2020-11-27T14:19:44.430Z - [username5] - wanna scoop 31| (успех)
2020-11-27T15:19:44.430Z - [username8] - wanna scoop 39| (фэйл)
2020-11-27T16:19:44.430Z - [username4] - wanna top up 42| (успех)
2020-11-27T17:19:44.430Z - [username8] - wanna scoop 27| (успех)
2020-11-27T18:19:44.430Z - [username4] - wanna scoop 48| (фэйл)
2020-11-27T19:19:44.430Z - [username5] - wanna scoop 22| (фэйл)
2020-11-27T20:19:44.430Z - [username9] - wanna scoop 46| (фэйл)
2020-11-27T21:19:44.430Z - [username9] - wanna scoop 33| (фэйл)
2020-11-27T22:19:44.430Z - [username7] - wanna top up 24| (успех)
2020-11-27T23:19:44.430Z - [username4] - wanna top up 42| (фэйл)
2020-11-28T00:19:44.430Z - [username6] - wanna scoop 43| (фэйл)
2020-11-28T01:19:44.430Z - [username8] - wanna top up 33| (фэйл)
2020-11-28T02:19:44.430Z - [username4] - wanna scoop 44| (фэйл)
2020-11-28T03:19:44.430Z - [username7] - wanna top up 50| (фэйл)
2020-11-28T04:19:44.430Z - [username4] - wanna scoop 35| (успех)
2020-11-28T05:19:44.430Z - [username1] - wanna top up 20| (успех)
2020-11-28T06:19:44.430Z - [username3] - wanna top up 44| (фэйл)
2020-11-28T07:19:44.430Z - [username9] - wanna scoop 20| (успех)
2020-11-28T08:19:44.430Z - [username10] - wanna scoop 20| (фэйл)
2020-11-28T09:19:44.430Z - [username3] - wanna scoop 29| (фэйл)
2020-11-28T10:19:44.430Z - [username6] - wanna scoop 46| (фэйл)
2020-11-28T11:19:44.431Z - [username2] - wanna scoop 16| (фэйл)
2020-11-28T12:19:44.431Z - [username1] - wanna scoop 40| (фэйл)
2020-11-28T13:19:44.431Z - [username9] - wanna top up 16| (успех)
2020-11-28T14:19:44.431Z - [username7] - wanna scoop 11| (успех)
2020-11-28T15:19:44.431Z - [username10] - wanna top up 48| (успех)
2020-11-28T16:19:44.431Z - [username4] - wanna top up 27| (фэйл)
2020-11-28T17:19:44.431Z - [username3] - wanna scoop 29| (успех)
2020-11-28T18:19:44.431Z - [username6] - wanna scoop 39| (фэйл)
2020-11-28T19:19:44.431Z - [username1] - wanna scoop 16| (успех)
2020-11-28T20:19:44.431Z - [username10] - wanna top up 12| (успех)
2020-11-28T21:19:44.431Z - [username8] - wanna scoop 27| (успех)
2020-11-28T22:19:44.431Z - [username4] - wanna top up 36| (успех)
2020-11-28T23:19:44.431Z - [username6] - wanna scoop 46| (фэйл)
2020-11-29T00:19:44.431Z - [username7] - wanna scoop 47| (фэйл)
2020-11-29T01:19:44.431Z - [username1] - wanna top up 40| (фэйл)
2020-11-29T02:19:44.431Z - [username9] - wanna scoop 20| (успех)
2020-11-29T03:19:44.431Z - [username8] - wanna top up 34| (успех)
2020-11-29T04:19:44.431Z - [username3] - wanna top up 11| (успех)
2020-11-29T05:19:44.431Z - [username10] - wanna scoop 19| (успех)
2020-11-29T06:19:44.431Z - [username3] - wanna scoop 39| (успех)
2020-11-29T07:19:44.431Z - [username7] - wanna scoop 29| (фэйл)
2020-11-29T08:19:44.431Z - [username8] - wanna top up 42| (успех)
2020-11-29T09:19:44.431Z - [username7] - wanna top up 26| (фэйл)
2020-11-29T10:19:44.431Z - [username4] - wanna scoop 36| (успех)
2020-11-29T11:19:44.431Z - [username6] - wanna top up 31| (успех)
2020-11-29T12:19:44.431Z - [username1] - wanna top up 27| (фэйл)
2020-11-29T13:19:44.431Z - [username6] - wanna top up 41| (фэйл)
2020-11-29T14:19:44.431Z - [username2] - wanna top up 12| (успех)
2020-11-29T15:19:44.431Z - [username9] - wanna scoop 42| (успех)
2020-11-29T16:19:44.431Z - [username2] - wanna top up 40| (успех)
2020-11-29T17:19:44.431Z - [username4] - wanna scoop 41| (успех)
2020-11-29T18:19:44.431Z - [username8] - wanna top up 24| (успех)
2020-11-29T19:19:44.431Z - [username5] - wanna top up 33| (успех)
2020-11-29T20:19:44.431Z - [username7] - wanna top up 10| (фэйл)
2020-11-29T21:19:44.431Z - [username8] - wanna scoop 43| (успех)
2020-11-29T22:19:44.431Z - [username5] - wanna top up 49| (фэйл)
2020-11-29T23:19:44.431Z - [username8] - wanna top up 10| (успех)
2020-11-30T00:19:44.431Z - [username7] - wanna scoop 31| (успех)
2020-11-30T01:19:44.431Z - [username6] - wanna top up 50| (успех)
2020-11-30T02:19:44.431Z - [username10] - wanna scoop 45| (успех)
2020-11-30T03:19:44.431Z - [username6] - wanna scoop 14| (фэйл)
2020-11-30T04:19:44.431Z - [username9] - wanna top up 49| (успех)
2020-11-30T05:19:44.431Z - [username2] - wanna scoop 21| (успех)
2020-11-30T06:19:44.431Z - [username7] - wanna top up 35| (фэйл)
2020-11-30T07:19:44.431Z - [username9] - wanna top up 25| (успех)
2020-11-30T08:19:44.431Z - [username4] - wanna scoop 34| (успех)
2020-11-30T09:19:44.431Z - [username7] - wanna scoop 32| (фэйл)
2020-11-30T10:19:44.431Z - [username9] - wanna scoop 21| (успех)
2020-11-30T11:19:44.431Z - [username4] - wanna scoop 12| (фэйл)
2020-11-30T12:19:44.431Z - [username10] - wanna top up 19| (успех)
2020-11-30T13:19:44.431Z - [username6] - wanna top up 30| (успех)
2020-11-30T14:19:44.431Z - [username3] - wanna top up 30| (фэйл)
2020-11-30T15:19:44.431Z - [username4] - wanna top up 29| (фэйл)
2020-11-30T16:19:44.431Z - [username6] - wanna top up 46| (фэйл)
2020-11-30T17:19:44.431Z - [username1] - wanna top up 42| (фэйл)
2020-11-30T18:19:44.431Z - [username3] - wanna scoop 20| (успех)
2020-11-30T19:19:44.431Z - [username5] - wanna scoop 28| (успех)
2020-11-30T20:19:44.431Z - [username3] - wanna scoop 33| (фэйл)
2020-11-30T21:19:44.431Z - [username8] - wanna scoop 30| (фэйл)
2020-11-30T22:19:44.431Z - [username10] - wanna scoop 36| (фэйл)
2020-11-30T23:19:44.431Z - [username1] - wanna scoop 32| (фэйл)
2020-12-01T00:19:44.431Z - [username2] - wanna top up 14| (успех)
2020-12-01T01:19:44.431Z - [username2] - wanna top up 35| (успех)
2020-12-01T02:19:44.431Z - [username2] - wanna scoop 36| (успех)
2020-12-01T03:19:44.431Z - [username2] - wanna top up 34| (успех)
2020-12-01T04:19:44.431Z - [username6] - wanna top up 18| (фэйл)
2020-12-01T05:19:44.431Z - [username1] - wanna scoop 50| (успех)
2020-12-01T06:19:44.431Z - [username8] - wanna top up 26| (успех)
2020-12-01T07:19:44.431Z - [username9] - wanna scoop 13| (успех)
2020-12-01T08:19:44.431Z - [username1] - wanna top up 18| (успех)
2020-12-01T09:19:44.431Z - [username2] - wanna scoop 39| (фэйл)
2020-12-01T10:19:44.431Z - [username1] - wanna top up 24| (успех)
2020-12-01T11:19:44.431Z - [username6] - wanna scoop 11| (успех)
2020-12-01T12:19:44.431Z - [username5] - wanna top up 48| (фэйл)
2020-12-01T13:19:44.431Z - [username6] - wanna scoop 43| (успех)
2020-12-01T14:19:44.431Z - [username5] - wanna top up 27| (успех)
2020-12-01T15:19:44.431Z - [username5] - wanna scoop 39| (фэйл)
2020-12-01T16:19:44.431Z - [username4] - wanna scoop 16| (успех)
2020-12-01T17:19:44.431Z - [username1] - wanna scoop 29| (фэйл)
2020-12-01T18:19:44.431Z - [username2] - wanna top up 32| (успех)
2020-12-01T19:19:44.431Z - [username9] - wanna top up 36| (фэйл)
2020-12-01T20:19:44.431Z - [username1] - wanna scoop 20| (успех)
2020-12-01T21:19:44.431Z - [username5] - wanna scoop 48| (фэйл)
2020-12-01T22:19:44.431Z - [username9] - wanna top up 11| (успех)
2020-12-01T23:19:44.431Z - [username6] - wanna top up 20| (успех)
2020-12-02T00:19:44.431Z - [username1] - wanna top up 19| (фэйл)
2020-12-02T01:19:44.431Z - [username2] - wanna scoop 18| (успех)
2020-12-02T02:19:44.431Z - [username5] - wanna top up 24| (успех)
2020-12-02T03:19:44.431Z - [username6] - wanna scoop 46| (успех)
2020-12-02T04:19:44.431Z - [username9] - wanna scoop 18| (успех)
2020-12-02T05:19:44.431Z - [username3] - wanna top up 37| (успех)
2020-12-02T06:19:44.431Z - [username7] - wanna scoop 11| (успех)
2020-12-02T07:19:44.431Z - [username5] - wanna scoop 42| (фэйл)
2020-12-02T08:19:44.431Z - [username9] - wanna top up 38| (успех)
2020-12-02T09:19:44.431Z - [username8] - wanna scoop 20| (успех)
2020-12-02T10:19:44.431Z - [username5] - wanna scoop 36| (успех)
2020-12-02T11:19:44.431Z - [username10] - wanna scoop 46| (фэйл)
2020-12-02T12:19:44.431Z - [username4] - wanna top up 20| (успех)
2020-12-02T13:19:44.431Z - [username6] - wanna top up 10| (успех)
2020-12-02T14:19:44.431Z - [username2] - wanna scoop 33| (успех)
2020-12-02T15:19:44.431Z - [username2] - wanna top up 34| (успех)
2020-12-02T16:19:44.431Z - [username1] - wanna top up 16| (успех)
2020-12-02T17:19:44.432Z - [username6] - wanna top up 39| (фэйл)
2020-12-02T18:19:44.432Z - [username2] - wanna top up 31| (фэйл)
2020-12-02T19:19:44.432Z - [username8] - wanna top up 13| (фэйл)
2020-12-02T20:19:44.432Z - [username1] - wanna scoop 46| (успех)
2020-12-02T21:19:44.432Z - [username5] - wanna scoop 47| (фэйл)
2020-12-02T22:19:44.432Z - [username3] - wanna scoop 21| (фэйл)
2020-12-02T23:19:44.432Z - [username10] - wanna scoop 15| (фэйл)
2020-12-03T00:19:44.432Z - [username10] - wanna scoop 22| (фэйл)
2020-12-03T01:19:44.432Z - [username1] - wanna scoop 48| (фэйл)
2020-12-03T02:19:44.432Z - [username10] - wanna top up 13| (успех)
2020-12-03T03:19:44.432Z - [username1] - wanna top up 19| (успех)
2020-12-03T04:19:44.432Z - [username7] - wanna top up 35| (фэйл)
2020-12-03T05:19:44.432Z - [username5] - wanna scoop 22| (успех)
2020-12-03T06:19:44.432Z - [username7] - wanna top up 23| (успех)
2020-12-03T07:19:44.432Z - [username8] - wanna scoop 29| (успех)
2020-12-03T08:19:44.432Z - [username4] - wanna top up 44| (успех)
2020-12-03T09:19:44.432Z - [username3] - wanna scoop 16| (успех)
2020-12-03T10:19:44.432Z - [username7] - wanna scoop 29| (успех)
2020-12-03T11:19:44.432Z - [username1] - wanna scoop 14| (фэйл)
2020-12-03T12:19:44.432Z - [username5] - wanna top up 49| (успех)
2020-12-03T13:19:44.432Z - [username2] - wanna scoop 49| (успех)
2020-12-03T14:19:44.432Z - [username5] - wanna scoop 17| (фэйл)
2020-12-03T15:19:44.432Z - [username8] - wanna scoop 20| (фэйл)
2020-12-03T16:19:44.432Z - [username10] - wanna scoop 47| (фэйл)
2020-12-03T17:19:44.432Z - [username5] - wanna scoop 39| (фэйл)
2020-12-03T18:19:44.432Z - [username8] - wanna scoop 15| (фэйл)
2020-12-03T19:19:44.432Z - [username8] - wanna scoop 15| (фэйл)
2020-12-03T20:19:44.432Z - [username10] - wanna top up 15| (успех)
2020-12-03T21:19:44.432Z - [username3] - wanna top up 49| (фэйл)
2020-12-03T22:19:44.432Z - [username10] - wanna top up 28| (успех)
2020-12-03T23:19:44.432Z - [username8] - wanna top up 18| (фэйл)
2020-12-04T00:19:44.432Z - [username5] - wanna top up 13| (фэйл)
2020-12-04T01:19:44.432Z - [username10] - wanna top up 24| (фэйл)
2020-12-04T02:19:44.432Z - [username8] - wanna scoop 47| (успех)
2020-12-04T03:19:44.432Z - [username10] - wanna scoop 47| (фэйл)
2020-12-04T04:19:44.432Z - [username5] - wanna top up 44| (успех)
2020-12-04T05:19:44.432Z - [username5] - wanna scoop 13| (успех)
2020-12-04T06:19:44.432Z - [username1] - wanna top up 41| (фэйл)
2020-12-04T07:19:44.432Z - [username3] - wanna scoop 28| (успех)
2020-12-04T08:19:44.432Z - [username1] - wanna top up 23| (успех)
2020-12-04T09:19:44.432Z - [username3] - wanna top up 34| (фэйл)
2020-12-04T10:19:44.432Z - [username2] - wanna scoop 28| (успех)
2020-12-04T11:19:44.432Z - [username10] - wanna scoop 18| (фэйл)
2020-12-04T12:19:44.432Z - [username4] - wanna top up 29| (успех)
2020-12-04T13:19:44.432Z - [username10] - wanna scoop 16| (успех)
2020-12-04T14:19:44.432Z - [username4] - wanna top up 15| (успех)
2020-12-04T15:19:44.432Z - [username10] - wanna top up 46| (фэйл)
2020-12-04T16:19:44.432Z - [username5] - wanna scoop 33| (успех)
2020-12-04T17:19:44.432Z - [username4] - wanna scoop 21| (фэйл)
2020-12-04T18:19:44.432Z - [username3] - wanna top up 26| (успех)
2020-12-04T19:19:44.432Z - [username10] - wanna top up 25| (успех)
2020-12-04T20:19:44.432Z - [username4] - wanna scoop 29| (успех)
2020-12-04T21:19:44.432Z - [username10] - wanna top up 15| (успех)
2020-12-04T22:19:44.432Z - [username4] - wanna scoop 22| (успех)
2020-12-04T23:19:44.432Z - [username1] - wanna scoop 32| (фэйл)
2020-12-05T00:19:44.432Z - [username10] - wanna scoop 10| (успех)
2020-12-05T01:19:44.432Z - [username1] - wanna scoop 25| (фэйл)
2020-12-05T02:19:44.432Z - [username5] - wanna scoop 17| (фэйл)
2020-12-05T03:19:44.432Z - [username10] - wanna scoop 19| (фэйл)
2020-12-05T04:19:44.432Z - [username3] - wanna top up 35| (успех)
2020-12-05T05:19:44.432Z - [username5] - wanna scoop 44| (фэйл)
2020-12-05T06:19:44.432Z - [username7] - wanna top up 15| (успех)
2020-12-05T07:19:44.432Z - [username8] - wanna scoop 35| (успех)
2020-12-05T08:19:44.432Z - [username10] - wanna scoop 33| (фэйл)
2020-12-05T09:19:44.432Z - [username4] - wanna top up 13| (успех)
2020-12-05T10:19:44.432Z - [username7] - wanna scoop 45| (фэйл)
2020-12-05T11:19:44.432Z - [username9] - wanna scoop 41| (фэйл)
2020-12-05T12:19:44.432Z - [username6] - wanna top up 36| (фэйл)
2020-12-05T13:19:44.432Z - [username1] - wanna scoop 39| (фэйл)
2020-12-05T14:19:44.432Z - [username2] - wanna top up 17| (успех)
2020-12-05T15:19:44.432Z - [username10] - wanna top up 25| (фэйл)
2020-12-05T16:19:44.432Z - [username9] - wanna top up 29| (фэйл)
2020-12-05T17:19:44.432Z - [username5] - wanna top up 20| (фэйл)
2020-12-05T18:19:44.432Z - [username1] - wanna scoop 49| (успех)
2020-12-05T19:19:44.432Z - [username2] - wanna top up 38| (успех)
2020-12-05T20:19:44.432Z - [username8] - wanna scoop 33| (успех)
2020-12-05T21:19:44.432Z - [username9] - wanna top up 26| (успех)
2020-12-05T22:19:44.432Z - [username10] - wanna top up 25| (успех)
2020-12-05T23:19:44.432Z - [username7] - wanna top up 15| (фэйл)
2020-12-06T00:19:44.432Z - [username6] - wanna top up 14| (фэйл)
2020-12-06T01:19:44.432Z - [username6] - wanna top up 22| (фэйл)
2020-12-06T02:19:44.432Z - [username7] - wanna top up 50| (фэйл)
2020-12-06T03:19:44.432Z - [username9] - wanna scoop 19| (успех)
2020-12-06T04:19:44.432Z - [username3] - wanna top up 17| (успех)
2020-12-06T05:19:44.432Z - [username4] - wanna scoop 21| (успех)
2020-12-06T06:19:44.432Z - [username7] - wanna top up 37| (фэйл)
2020-12-06T07:19:44.432Z - [username1] - wanna top up 27| (успех)
2020-12-06T08:19:44.432Z - [username4] - wanna scoop 48| (успех)
2020-12-06T09:19:44.432Z - [username4] - wanna scoop 27| (фэйл)
2020-12-06T10:19:44.432Z - [username7] - wanna scoop 22| (фэйл)
2020-12-06T11:19:44.432Z - [username2] - wanna top up 30| (успех)
2020-12-06T12:19:44.432Z - [username7] - wanna scoop 21| (успех)
2020-12-06T13:19:44.433Z - [username6] - wanna scoop 50| (фэйл)
2020-12-06T14:19:44.433Z - [username7] - wanna top up 49| (фэйл)
2020-12-06T15:19:44.433Z - [username1] - wanna scoop 14| (успех)
2020-12-06T16:19:44.433Z - [username3] - wanna scoop 33| (фэйл)
2020-12-06T17:19:44.433Z - [username4] - wanna top up 50| (успех)
2020-12-06T18:19:44.433Z - [username2] - wanna top up 16| (фэйл)
2020-12-06T19:19:44.433Z - [username4] - wanna scoop 35| (успех)
2020-12-06T20:19:44.433Z - [username2] - wanna scoop 14| (успех)
2020-12-06T21:19:44.433Z - [username3] - wanna top up 23| (успех)
2020-12-06T22:19:44.433Z - [username3] - wanna scoop 39| (фэйл)
2020-12-06T23:19:44.433Z - [username4] - wanna scoop 40| (фэйл)
2020-12-07T00:19:44.433Z - [username5] - wanna scoop 16| (успех)
2020-12-07T01:19:44.433Z - [username1] - wanna top up 49| (успех)
2020-12-07T02:19:44.433Z - [username3] - wanna scoop 45| (успех)
2020-12-07T03:19:44.433Z - [username7] - wanna top up 31| (успех)
2020-12-07T04:19:44.433Z - [username7] - wanna scoop 37| (успех)
2020-12-07T05:19:44.433Z - [username3] - wanna top up 17| (успех)
2020-12-07T06:19:44.433Z - [username10] - wanna top up 17| (успех)
2020-12-07T07:19:44.433Z - [username4] - wanna scoop 11| (успех)
2020-12-07T08:19:44.433Z - [username1] - wanna scoop 31| (успех)
2020-12-07T09:19:44.433Z - [username5] - wanna scoop 31| (фэйл)
2020-12-07T10:19:44.433Z - [username10] - wanna top up 36| (успех)
2020-12-07T11:19:44.433Z - [username1] - wanna scoop 47| (фэйл)
2020-12-07T12:19:44.433Z - [username3] - wanna top up 13| (успех)
2020-12-07T13:19:44.433Z - [username3] - wanna top up 15| (фэйл)
2020-12-07T14:19:44.433Z - [username3] - wanna scoop 25| (успех)
2020-12-07T15:19:44.433Z - [username2] - wanna scoop 21| (успех)
2020-12-07T16:19:44.433Z - [username5] - wanna top up 17| (успех)
2020-12-07T17:19:44.433Z - [username10] - wanna scoop 37| (фэйл)
2020-12-07T18:19:44.433Z - [username6] - wanna scoop 22| (успех)
2020-12-07T19:19:44.433Z - [username8] - wanna scoop 36| (фэйл)
2020-12-07T20:19:44.433Z - [username2] - wanna top up 14| (успех)
2020-12-07T21:19:44.433Z - [username8] - wanna scoop 25| (фэйл)
2020-12-07T22:19:44.433Z - [username8] - wanna top up 26| (успех)
2020-12-07T23:19:44.433Z - [username2] - wanna top up 13| (успех)
2020-12-08T00:19:44.433Z - [username7] - wanna scoop 46| (успех)
2020-12-08T01:19:44.433Z - [username5] - wanna scoop 37| (фэйл)
2020-12-08T02:19:44.433Z - [username1] - wanna scoop 13| (фэйл)
2020-12-08T03:19:44.433Z - [username3] - wanna scoop 33| (фэйл)
2020-12-08T04:19:44.433Z - [username4] - wanna scoop 40| (фэйл)
2020-12-08T05:19:44.433Z - [username1] - wanna scoop 46| (фэйл)
2020-12-08T06:19:44.433Z - [username4] - wanna scoop 23| (фэйл)
2020-12-08T07:19:44.433Z - [username9] - wanna scoop 44| (фэйл)
2020-12-08T08:19:44.433Z - [username10] - wanna top up 21| (успех)
2020-12-08T09:19:44.433Z - [username6] - wanna scoop 17| (успех)
